,review
7338,thinning but with catchy aromas of leather citrus peel forest floor and cola the palate offers sweeping dried fruits mostly cassis and cherry meanwhile the finish is tight and guarded by mature tannins and vital acidity interestingly root beer and turnip show up at the very end
7339,thirty bucks may seem like a lot for an entrylevel riesling but this is an exemplary example aromas of wet stones moss and spring flowers are mouthwatering and then are followed by a complex array of nonfruity flavors like stones and greens carried along by a mouthfeel thats light as a feather tart pineapple emerges on the long finish drink anytime over the next 10 years
7340,this 07 is a bit tired already with a muted nose offering up subtle hints of strawberry hull and peach fuzz the mouth offers a bit more by way of red currant rhubarb and limey citrus notes the finish though a bit tart is crisp and clean
7341,this 100 cab is one to keep an eye on lush and ripe in cassis carob and herb flavors with a rich tannin and acid structure drink now being careful to decant but better after 2008 and through 2012
7342,this 100 cab shows all the hallmarks of an ageable wine but its beautiful now for the complexity of the tannins and the elegant integration of blackberry and black currant fruit with oak a dramatic impressive wine that shows you dont have to spend a lot of money for a terrific california cab now2012
7343,this 100 cabernet is so ripe with blackberries cherries and new french oak its delicious to drink now the tannins are strong however leading to a hard finish give it eight years to soften and smooth out
7344,this 100 cabernet made solidly in the modern style of soft ripeness and considerable alcohol is flamboyant in milk chocolate blackberry jam and smoky oak flavors for all the apparent sweetness it finishes thoroughly dry and classy drink over the next 23 years
7345,this 100 cabernet sauvignon has massive waves of blackberry black currant and chocolate flavors that take over the palate plus a sweet note of toast from the oak its very tannic which gives the mouthfeel an astringent hardness so try giving it 68 years in a cellar and it may even show well in 1215 years
7346,this 100 cabernet sauvignon is a more subtle and more interesting wine than the winerys cab franc here the ripeness seems more stable and balanced with just the right hints of leaf and bark and a subtle suggestion of chocolate the finish is smooth and textural and a bit of coffee kicks in right at the end very nice
7347,this 100 cabernet sauvignon is very strong in blackberries black currants and cedar its also quite tannic clearly a rich wellgrown wine but marked by immaturity with unintegrated sweet fruit and oak flavors needs a good six years to start to knit together
7348,this 100 cabernet sauvignon was aged in a 5050 mix of french and american oak it is still quite astringent tannic and herbal needing more bottle age to meld the somewhat harsh barrel flavors the tart fruit flavors combine rhubarb and raspberries black cherry and cassis
7349,this 100 carignan is a great expression of what the grape can do all by itself without any blending buddies red cherry and plum mingle with garrigue herbs and a touch of vanilla on the nose soft tannins and vibrant acidity lay out the approachable structure with a lingering finish accented by sweet spice
7350,this 100 chenin blanc is a beautiful exaple of what the variety can express soft florals loaded with garrigue notes alongside tropical fruit aromas of mango guava and pineapple its vibrant in the mouth with moderate acidity and a lifting backbone of lemon verbena the finish lingers gracefully and overall the wine is ripe and attractive without being sweet or cloying
7351,this 100 sangiovese shows aromas of stewed prune menthol star anise and a whiff of coconut the evolved palate shows raisin dried black cherry and sweet vanilla wood tannins leave a somewhat astringent close
7352,this 100 sauvignon blanc is a fresh delicious summer wine it is light and clean with flavors of mango and citrus and a flowery feel acidity gives it a great lift to the finish
7353,this 100 syrah from les aphillanthes is smoky and slightly herbal offering wonderfully complex hints to go along with bold blueberry flavors a bit chunky but fullbodied and winsome with fruit flavors that pump out through the long finish drink now2012
7354,this 100 syrah is thick and intense with strong black fruit flavors lifted by accents of anise and milk chocolate the mouth is full of ripe plum and cherry flavors with wellintegrated tannins and a solid juicy finish
7355,this 100 syrah shows intense blackberry crème de cassis and plum sauce flavors plus hints of charred bone and black pepper its dry and the tannins are firm but supple the alcohol is high but its balanced with the wines fruit
7356,this 100 varietal wine is aged in american oak offering an approachable rounded fullbodied impression of pencil shavings cherry leather and tobacco bound by firm tannins
7357,this 2008 is the third vintage for this extraordinarily popular riesling again showing bright vivid punchy citrus fruit and juicy acids residual sugar is about 15 and once again it is sourced from the evergreen vineyard with production climbing to 20000 cases this should be easy to find at least until fall
7358,this 240acre property has produced a ripe smooth and fruity wine with layers of tannins under the juicy blackberry flavors it is already balanced and likely to be approachable soon there is a lively edge of acidity to keep everything crisp drink from 2019
7359,this 5050 blend of garnacha and tempranillo has a green ashy sway to the nose the palate runs sharp with pointed acidity leading to a mix of basic acidwashed plum and cherry flavors that are ultimately defined by a green herbal undercurrent
7360,this 5050 blend of sangiovese and merlot is one of the best red wines produced in umbria the lamborghini family of automotive fame delivers a plush modernand yes racyred with dark concentration and generous tones of ripe cherry vanilla and sweet spice it has a chewy plush feel in the mouth with bright freshness on the close
7361,this 5050 blend of syrah and zinfandel is quite successful its a fullbodied lusty wine dark and dry whose considerable tannins frame flavors of blackberries blueberries leather sweet currants black pepper chinese five spice and cedar a creative and likeable wine
7362,this 52 syrah48 grenache blend from amador has a lot of barnyard on the nose the muted herb and spice thats in there having to fight for attention the wine struggles to find its balance over time it was tasted twice over the course of one day the aromas and flavors falling off into dusty tannins and not enough fruit
7363,this 60 mavro and 40 maratheftiko red blend is the winerys staple wine and a great introduction to native cypriot varieties red berries spice and a touch of vanilla are buoyed by a fresh acidity giving the wine a foodfriendly advantage a wine with structure and elegance that will pair well with cheeses meats and game
7364,this 7030 corvina and rondinella amarone blend is slightly disjointed on the nose with contrasting aromas of toasted oak and ripe fruit it makes a nice impression in the mouth however thanks to its smooth rich texture
7365,this 95 cabernet sauvignon perfectly captures the vineyards strengths lush ripe fleshy fruit that shows perfectly ripened flavors of cherry and cassis bolstered by ripe chewy tannins its substantial but not tiring the balance of fruit acid and tannins holds it together through a spicy lingering finish its just a delicious wine and one that should cellar well also
7366,this 95 syrah wine with 5 grenache is thick and hearty with a strong black fruit core augmented by nuances of flinty minerality dark chocolate tobacco and leather chewy and firm in the mouth with assertive tannins that linger through the finish it could use some time to integrate and mellow try after 2012
7367,this accessibly priced wine shows soy black tea boysenberry black pepper baked plums and lavender notes on the nose the palate offers lilacs rose petals and more lavender alongside olallieberry pencil lead and a peppery spice
7368,this aglianico imparts bright berry fruit candied cherry blueberry licorice white mushroom and a hearty dose of licorice dark mysterious and dense it has a solid structure and good length and would pair well with stewed rabbit or roasted lamb
7369,this alluring cabernet franccabernet sauvignon blend starts with aromas of black cherry violets and black currant leading into waves of black fruit and spice structured but smooth it has a classic ageable quality good minerality gives it an upright character delicious now but definitely can be held
7370,this already tastes old and oxidized almost like a fino sherry its not exactly undrinkable but is not a good value
7371,this always seems to be a strength of the winery and 2004 is one of the best yet tasty toasty and thick with layers of fig melon pear and sweet cracker
7372,this amarone has an overripe black fruit aromas with a hint of nail varnish the palate shows raisin and spice flavors but is dominated by oak and evident alcohol
7373,this amarone is loaded with big fruit sensations of ripe cherry and plum along with raisin chocolate and oak accents its rather one dimensional but has delicious fruit and is perfect for immediate enjoyment
7374,this amarone opens with an oakdriven bouquet of sweet spice vanilla toasted almond and cigar box theres enough bright fruit such as plum and cassis to promise a good aging future ahead for this bottle
7375,this ambitious cabernet keeps up with the best of the 2010 vintage made by beaulieus longtime chief winemaker its ripe and pure with mocha blackberry jam and sweet oak flavors give it 56 years to integrate
7376,this ambitious wine from the south of portugal blends alicante bouschet aragonês syrah and cabernet sauvignon then covers much of the nuance with a veil of charred oak tarry meaty cedary notes on the nose some cola coffee and beet flavors woody on the finish hold 23 years and hope the impact of the wood lessens over time
7377,this antinoriowned project has put its 2009 sauvignon blanc out in to the middle of the fairway its got all the typical marlborough characters ranging from grassy herbal notes through careening tropical fruit long crisp and refreshing on the finish
7378,this appellation blend shows buttered toast with lemon marmalade on the nose with a growing sense of tropicality the palate is plush and smoky with vanilla and cream flavors cut by just enough citrusy tang to keep it serious
7379,this approachable cabernetbased blend which also has 18 pinotage 11 cab franc and 2 shiraz is a spicy and balanced red with notes of menthol purple florals black cherry and berry with a mouthfeel like crushed velvet a black pepper finish and an attractive price tag its a shame only 100 cases were produced
7380,this aromatic white is laden with toast and white fruit notes it is rich and smooth the toast character is wellblended with the melon pear and lime flavors its fruitiness makes it attractive it should be aged for at least two years
7381,this aromatic wine brings a pleasing assortment of smoke bacon fat citrus plum and bluefruit notes it coats the palate from end to end with sultry fruit flavors that lead to a tart dry finish
7382,this attractive entry level zinfandel has good varietal character with dark berry aromas and flavors offset by cocoa accents the palate shows good fruit decent acidity the wine finishes with sweettart berry and mild pepper flavors
7383,this auslese shows a wonderfully lithe and racy character thats different from this houses typical style crushed stone apple citrus and a trace of vanilla bean mark the nose followed by flavors of pineapple inlaid with filigreed minerality
7384,this balanced rosso delivers intense aromas of ripe fruit blackberry spice sweet cherry and rum cake the wines consistency is rich and smooth with a refreshing touch of acidity on the close
7385,this barbera dalba from the 2006 vintage exhibits a slightly brownish aged color with aromas of candied fruit dried plums and prunes there are gritty thick tannins with flavors of smoked ham or beef jerky on the close
7386,this barbera dasti boasts a distinctive aromatic profile with elements of dried herbs and thyme surrounded by fresh berry fruit and warmer hues of smoked meat and wet earth this is a downtoearth but genuine expression with a bright finale and long fruit flavors
7387,this barbera shows a twofold aromatic approach that puts as much emphasis on its drying mineral tones as it does on the integrity of the fruit cherry blackberry and spice appear and theres a crisp blast of acidity on the close
7388,this bargainpriced offering combines tobacco leaf with green gage plum in a mediumbodied format the flavors arent quite as fresh and vibrant as the best examples but itll more than do for many occasions
7389,this barolo from the cannubi vineyard opens with a delicate aromatic embroidery of vanilla forest berry cola spice and licorice the texture here is tight fine and very silky and those characteristic nebbiolo flavors last a long time on the finish you could save this wine five to 10 more years and pair it with slowcooked duck confit
7390,this barolo from the gattera vineyard of la morra opens with bold personality and chiseled aromas of cola spice black fruit root beer licorice dried tobacco and herbs the wine holds the banner high as far as nebbiolo tradition goes and offers a long spice filled finish drink after 2015
7391,this barrelfermented blend of grenache blanc vermentino and roussanne features hints of toasted hazelnuts but also plenty of ripe pear flavors and touches of spice and acacia blossom the texture is lush the flavors bold just fading a bit in intensity on the finish
7392,this barrelfermented chardonnay from the oldest plantings 1972 in washington state displays exceptional concentration and palate weight apple pie pear tart baking spice butter and caramel flavors abound its rich and packed with fruit along with the seductive flavors that aging in new french oak can provide
7393,this base barolo from bric cenciurio offers everything you should look for in an excellent nebbiolo from the langhe piedmont the wine is delicate and layered with soft shadings of berry fruit and spice the mouthfeel is supple but determined with a blast of berry freshness on the close
7394,this base valpolicella classico delivers fine aromas of sour berry cola and a delicate touch of sweet spice its a simple but clean and correct expression that speaks of the territory that shaped it
7395,this basic tannat is more acceptable than the winerys higherpriced reserve wine simply because its fruity short and precise of course its tannic and rough but thats the nature of the grape and country of origin
7396,this basic wine that has earthy aromas slightly pruney flavors and a smoothenough texture
7397,this beautiful greco opens with clean and polished aromas of citrus pear peach and talc powder it shows impressive structure and length in the mouth
7398,this beautiful riserva barolo from the josetta saffirio winery opens with ripe aromas of blackberry and cassis syrup followed by nicely evolved tones of espresso root beer licorice and spice the wine offers depth and personality with a very smooth silky quality in the mouth
7399,this beautiful riserva brunello opens with dark richness and loads of mature berry flavors such as blackberry maraschino cherry and cassis syrup a cheerful spice element comes through on the mouth thanks to overtones of crushed clove and black pepper
7400,this beautiful vineyarddesignate barbaresco from the ausario cru is marked by distinctive mineral notes of graphite and slate followed by pristine aromas of wild berries tar and light smoke the wine is plump thick and enduring with highly polished tannins drink after 2015
7401,this beautiful vintagedated prosecco offers layers of delicate floral peach and citrus like intensity theres a touch of sweetness in the mouth that adds a layer of plush softness to the finish
7402,this beautiful wine boasts impressive harmony and balance between its fruit spice tannic and acidic elements the blend is cabernet sauvignon sangiovese and merlot and the bouquet is redolent of cherry blackberry cinnamon and leather very nice
7403,this beautiful wine further confirms the high level of quality in the pinot noirs from dan goldfield and steve dutton it has a profusion of ripe black cherry and currant flavors backed by firm acidity and finegrained tannins giving it grip its balance of concentrated fruit flavors and solid structure indicates a long life in the cellar best after 2020
7404,this beautifully classic napa cab plays it straight down the middle aiming for drinkability and complex ageworthiness its ripe but not a fruit bomb with lovely blackberry cassis and oak flavors feels opulent and complex yet totally balanced good now and versatile at the table
7405,this beautifully pristine barolo opens with ethereal notes of wild berries exotic spice leather tobacco and tar the wine offers a complex aromatic embroidery with an elegant and fine texture in the mouth and slowly evolving tannins hold this wine five to 10 years
7406,this beautifully reflects the vintage as well as the place there is astonishing density length and detailas much as any syrah in the country the deep compact and impossibly complex flavors mix notes of black fruit cassis licorice coffee baking spice smoke and bourbon barrel
7407,this beautifully structured wine has tannins and a dry core but they are surrounded by ripe black fruits and a smooth luscious texture rich and full bodied the wine is almost drinkable but it will certainly be better from 2017
7408,this beauty is rich in raspberry and blackberry leaf aromas on the nose which carry through to the palate and are joined by flavors of kirsch clove lavender and tobacco well integrated tannins and bright acidity lead to a long smoky finish
7409,this bichot monopole has produced a round wine thats full of attractive plum flavor its backbone is buried in the sumptuous texture age this for at least four years
7410,this big broadshouldered shiraz is brimming with flavor and ready to drink now the bright deep rubyblack robe sets you up for the full persistent blackberry fruit that follows and the palate doesnt disappoint this has very good balance a chewy mouthfeel and finishes long with full but even tannins
7411,this big firm wine offers serious tannins as well as rich blackberry fruits its a structured dark wine spicy from wood aging and ripely concentrated drink from 2017
7412,this big forward fruity wine loves its plum ripe green and yellow fruits touches of buttered toast add to the rich mixture acidity is there but this is a wine to luxuriate it ready to drink now
7413,this big powerfully fruity pinot noir screams coastal california all the way through the raspberry cherry and spice flavors brightened with acidity taste of long warm days and cool nights its a good wine but too young and would have benefited had the winery held it back a year or so before release better into 2012
7414,this big ripe fruity wine balances its fruit with a core of firm tannins its dense with a dusty texture a sweet blackberryjam flavor and final acidity
7415,this big soft delicious syrah tastes like a candy bar its rich and sweet in blackberry jam blueberry pie with the crust cocoa and spice flavors with an umami tanginess like bacon easy to savor it through the entire bottle although the alcohol level is high
7416,this big spicy wine is dominated by licorice and heavy toast wood flavors it is rich and full of black plum skins with only a hint of acidity the aftertaste is sharp and bitter
7417,this big thick oaky zinfandel is powerful in flavor and not particularly subtle it overwhelms with truckloads of blackberry and cherry jam stewed plums chocolate mocha pepper and cedar and stings the palate with hard astringent tannins and heat the suggestion is ageability but its a gamble beyond 2012
7418,this bigflavored zin is wrapped in layers of brick and tar smoke and oak amidst its wild blackberry aromas its simple and priced accordingly
7419,this bigraisinysmelling malbec opens with overt oak aromas and related hints of char and lemon peel an expansive palate is high in acidity and drying raw oak flavors rest atop baked plum blackberry and prune notes while this tastes toasty and charred on a powerful finish thats driven by tartaric acidity
7420,this biodynamically farmed singlevineyard wine has subtle extra dimensions delicate accents of truffle earth graphite iron ore and coffee grounds add to a round fulsome wine with black cherry fruit the finish is a little chalky but pairing with a fine fat fowl will take care of that
7421,this bistrostyle red is dry and lusty in cherry tobacco and spice flavors the winery has not revealed what varieties are in it but it tastes like a juicy oldfashioned field blend and will go well with a range of fare
7422,this blend has a big dark toasty edge to the tannins and plenty of ripe fruit meaty and rich the color of ink it skirts a pruney border tosses in some earth and leather and soy and overall shows plenty of power a great drinkitnow wine
7423,this blend is soft and fruity it has flavors of cherry jam licorice bacon and peppery spices earns an extra point for the attractive mouthfeel
7424,this blend of 39 cabernet sauvignon 52 merlot and 9 cabernet franc is a jewel sappy and seductive loaded with cassis and boysenberry tart and racy and defined with sharp tannins a strong and wellripened herbal character infuses the redfruit core giving the wine length and style it is just at the edge of showing some heat on the finish cellar for 8 to 10 years
7425,this blend of 40 syrah 30 grenache and 30 carignan opens with attractive aromas of fudgy brownie mocha latte dried cherry and raspberry sauce medium weight and plush its rich and attractive but not overly done with flavors of blackberry and cherry that lead into a spicy finish of black pepper and roasted cocoa nib
7426,this blend of 45 merlot 32 cabernet franc and 23 petit verdot has mediumintense scents of char leather and mushroom plus touches of dark cherry and mocha medium to full in body the palate feels lax on entrance but the acids quickly become perky and carry on through the finish
7427,this blend of 49 grenache 32 shiraz and 19 mataro is full and lush loaded with brandied cherries and dressed up with touches of cinnamon and cedar hints of coffee and vanilla add an exotic tinge to the aromas while the rich layers of fruit support the elevated 16 alcohol
7428,this blend of 50 cabernet sauvignon 31 cabernet franc and 19 merlot has aromas of toast freshbrewed coffee graphite dried herbs and milk chocolate its silky and elegant yet densely flavored backed by grainy tannins
7429,this blend of 68 sangiovese 20 cabernet sauvignon and 12 merlot hits the nose with aromas of brick uncrushed clove red cherries wet gravel rosewater and a touch of tobacco the palate is surprisingly light but packs cedar pipesmoke clove and nutmeg against a red cherry and cranberry backdrop
7430,this blend of 70 montepulciano and 30 merlot which is aged for two years in oak offers easy fruit nuances of blackberry and black cherry followed by accents of rum cake and sweet spice the wine ends with a lively touch of bitter almond
7431,this blend of 83 cabernet sauvignon 12 merlot and 5 petit verdot includes fruit from five walla walla valley vineyards it shows plenty of muscle and bigger rounder fruit than the singlevineyard cabernet from tero loaded with lush cherry and plum flavor with a milk chocolate accent its very appealing nicely balanced and lingering
7432,this blend of 91 sagrantino and 9 cinsault is unique its tarry and leathery with hints of prune vanilla and clove but its more about the soft but plentiful tannins that leave behind a slightly furry feel btw cenosillicaphobia is the fear of an empty glass
7433,this blend of all five bordeaux varieties is consistently one of beaulieus most interesting but overlooked wines the 04 is certainly a lovely polished wine right now with lush black currant cherry and smoky oak flavors and a lingering finish
7434,this blend of bordeaux grapes with syrah is rich and spicy it is made to be drunk young with touches of toast and a dense texture that brings out the perfumed character of syrah balanced with bordeaux structure the wine is ready to drink although it will be better from late 2016
7435,this blend of bordeaux varieties with syrah is dry and rustic its very ripe in blackberries with a shriveled raisin taste that veers into port drink now
7436,this blend of cabernet sauvignon 54 merlot 33 cabernet franc 8 and petit verdot hails from six upandcoming vineyards on red mountain it suggests coffee and cream vanilla and dark cherry with a hightoned herbal grace note the feel is soft and supple with coffee flavors that linger winning on its elegant ultracharming appeal
7437,this blend of cabernet sauvignon and merlot combines the sharp herbal edges of cabernet with the plumminess of merlot to fine results umami notes of brine mushroom and forest floor add savory complexity its a complex yet thoroughly approachable wine thats drinking elegantly now
7438,this blend of cabernet sauvignon cab franc and merlot is lively and forward with sweet round cherry plum and berry fruit the finish is mild and a touch earthy
7439,this blend of cabernet sauvignon merlot and cabernet franc exemplifies the terlato style which is classic complex and drinkable early it has rich thick tannins and flavors of blackberries mocha and cedar the finish is long and spicy
7440,this blend of cabernet sauvignon nero davola and merlot opens with bright intensity especially in terms of the quality of its fruit aromas the palate is smooth and silky with a long fruitdriven finish
7441,this blend of chardonnay and gewürztraminer opens with pungent aromas of peppermint dried apricot and caramel candy loads of honey and yellow fruit flavors follow on the palate backed by a rich almost chewy consistency
7442,this blend of chardonnay friulano and sauvignon offers a pretty golden color and oakrelated aromas which hold up very nicely to the wines natural tones of mature peach apricot and cantaloupe melon the mouthfeel is rich and creamy and leaves a soft supple impression very nice and sophisticated
7443,this blend of five varieties including cabernet sauvignon and zinfandel is soft and sweet call it bistro style its jammy in cherries licorice and mocha proceeds from the wines sales go to heart disease research
7444,this blend of grenache blanc and vermentino offers slightly floral aromas that hint at apricot or peach then follows those up with similar flavors and just a touch of spice on the finish marrenon is emerging as a dependable source for value wines from the luberon
7445,this blend of grillo and insolia 30 offers fresh floral tones of lemon and almond blossoms theres some pulpy peachlike notes in the mouth and the wine also delivers a playful touch of acidity on the close
7446,this blend of half merlot half cabernet sauvignon is rustically earthy and soft betraying the plush plummy merlot tight on the finish and medium in weight it has a black peppery finish that appeals and suggests pairing with wellseasoned meats
7447,this blend of mainly syrah with grenache is heavy and dull with candied raspberrycherry flavors that finish a little sweet
7448,this blend of malbec bonarda syrah and cabernet sauvignon is oaky and minty up front with pencil lead and exotic blueberry aromas in the mouth this has a fast pulse while flavors of middle eastern spices cassis and blueberry finish briny but short
7449,this blend of merlot 36 cabernet sauvignon 34 and carmenère 30 flows creamily across the palate delviering black cherry coffee and chocolate flavors scents of dried herbs and tea leaves add complexity tart and tobaccoey on the finish
7450,this blend of organically farmed uva di troia montepulciano and aglianico is redolent of clove black pepper and dark fruit theres a point of clean acidity on the close
7451,this blend of organically grown sangiovese 90 and colorino 10 offers delicate violet and raspberry scents the juicy palate delivers black cherry and chopped herb flavors with a hint of tobacco and chewy tannins drink through 2021
7452,this blend of pinot gris pinot noir petit meslier arbanne pinot meunier and chardonnay must be one of the most complex blends in champagne it is very different and its flavors are exotic and spicy hinting at tropical there is a haunting perfume to the aromas while the palate is intensely structured for the adventurous
7453,this blend of roussanne grenache blanc and viognier is in a word wonderful while its dry and crisp with a minerally edge its fantastically ripe with oranges apricots peaches limes and honey so delicious you just want to drink the whole bottle
7454,this blend of sangiovese and cabernet sauvignon opens with impressive intensity with notes of bold cherry crushed black pepper clove dried currant and tobacco the mouthfeel is velvety and rich with a touch of bright acidity on the finish
7455,this blend of sangiovese cabernet sauvignon and merlot is an oregon winerys take on a super tuscan red aromas are volatile and those high tones carry into the flavors light raspberry fruit high acidity and a sharp astringency characterize the wine
7456,this blend of sangiovese cabernet sauvignon and merlot opens with earthy aromas of leather tobacco and button mushroom followed by fresh cherry crisp acidity makes this a good wine to pair with cheesy risotto or pork
7457,this blend of sangiovese cabernet sauvignon and merlot shows impressive intensity and carefully measured oak tones that add nuances of clove and nutmeg at the base are notes of red fruit cherry and blackberry plus dried tones of prune and cassis
7458,this blend of sangiovese cabernet syrah and merlot strikes a beautiful balance between its hearty blackfruit aromas and spicy oakdriven nuances the palate shows persistence and it comes with bright berry intensity
7459,this blend of sangiovese merlot and cabernet sauvignon shows remarkable richness and smoothness it delivers bright fresh tones of black cherry and blackberry that are backed by touches of leather and tobacco its velvety and taut not too heavy or extracted
7460,this blend of sangiovese merlot and sagrantino is a simple fruitforward wine with loads of red cherry blueberry cedar wood and exotic spice it has a gritty spicy mouthfeel and big powerful tannins
7461,this blend of sangiovese zinfandel and petite sirah is okay for quickies like a cheesey pizza its dry and hot with ripe black cherry flavors that last a long time on the finish
7462,this blend of sauvignon blanc sémillon and muscadelle is fruity and lightly perfumed it has a herbal character as well along with bright acidity and a chalk and mineral texture it is ready to drink although it will be better from late 2016
7463,this blend of seven grapes cabernet franc merlot and sangiovese are present in the largest quantities presents brawny masculine aromas of leather tobacco cured meat and dark fruit it feels on the ripe side with chewy prune and plum flavors that are backed by a textured velvety finish
7464,this blend of six vineyards is great its dense and full of minerality finely polished leather and pure berry aromas the palate sings a melodious tune that begins with creamy oaky notes and expands to more defined plum vanilla and fine herb flavors the 04 bembibre is a rounder more complete version than the impressive but more austere 2002 the last bembibre we reviewed it is immediately pleasing and keeps you on the hook to the end
7465,this blend of syrah and grenache has minty wetplaster aromas but also some pure grenache notes the palate runs tart with cranberry and cherry and the finish is tight and bitter with more acids than tannin a viable bistro wine but go no further
7466,this blend of syrah cabernet franc and cabernet sauvignon offers up decadent juicy flavors of sunkissed red cherries and watermelon while dry in style theres a slightly caramelized ripeness on the midpalate that balances out pertly against brisk grapefruit acidity enjoy now for its forward fruity exuberance
7467,this blend of syrah zinfandel and other varieties shows the lush ripeness and softness of paso robles raspberries cherries pomegranates red plums mocha and sweet oak provide plenty of yummy flavor its a little hot with alcohol but immediately gratifiying
7468,this blend of the macedonian vranec varietal with merlot starts off well enough with chocolate and red berry aromas but falls off in the mouth some oak cinnamon and tobacco flavors emerge but fade just as quickly leaving a round low tannin and low acid wine with very little flavor
7469,this blend of zweigelt cabernet sauvignon and merlot seems well suited to the thermenregion south of vienna this is a rich perfumed wine with juicy berry fruits and spice there is a balanced wood element giving richness and extra roundness age for 34 years
7470,this blend showcases grenache and mourvèdre with small amounts of syrah counoise and carignan raspberry cherry and chocolate flavors combine with and are enlivened by a dash of white pepper excellent focus and length suggest that this can be cellared for at least five years
7471,this block designate from laetitias estate vineyard comes from a warmer eastern site it is high in acidity and extremely dry the flavors and mouthfeel are so complex that it takes several sips to grasp whats going on by which time the wine has climbed to even higher levels this is truly great california pinot noir
7472,this blockbuster powerhouse of a wine suggests blueberry pie and chocolate as it opens in the glass on the palate its smooth and seductively silky offering complex cedar peppercorn and peppery oak seasonings amidst its dense richness it finishes with finesse and spice
7473,this blowsy wine is waxy on the bouquet with aromas of nectarine pineapple and vanilla it sports a chunky mouthfeel and tropical flavors primarily pineapple accented by vanilla on the finish things fall off to stalky
7474,this blush wine shows plenty of merlot fruit in the form of cherries and raspberries its slightly sweet to offdry with pleasant acidity providing balance
7475,this boasts a classic nose of red berry forest floor spice rack and a balsamic note the fullbodied palate delivers juicy red cherry mature strawberry clove grilled herbs and anise alongside firm finegrained tannins an earthy note of truffle closes the finish
7476,this bold aglianico opens with earthy sensations of tilled soil leather mature black plum and vanilla the dense palate is loaded with blueberry extract fig and ripe blackberry flavors that are layered with mocha chocolate and vanilla drink now through 2022
7477,this bonedrytasting wine is made from grapes that were sourced from the alayt vineyard it marries light hints of flowers to notes of citrus apples and pears which taste more like the fruits textural skin than its sweet flesh the impressive minerality depth and length elevate this bottling to the alist of washington rieslings
7478,this bordeaux blend is enormously rich and densely concentrated in mountain fruitiness it explodes with blackberry black currant chocolate orange zest roasted almond and sweet new oak flavors wrapped into extraordinarily fine tannins shows a bit of sharpness that could indicate a mild level of volatility but its a dramatic wine that should live for many many years
7479,this bordeaux blend is mainly cabernet sauvignon with a splash of cabernet franc and merlot its rich in flavors of chocolate blackberry and currant essence and oak wrapped into tannins that are soft and smooth but firm delicious now but precocious all flash and sizzle give it 56 years in the cellar to develop some bottle complexity
7480,this bordeaux blend is threequarters cab franc the rest cab sauvignon and merlot it shows some volatility along with berry tobacco and espresso scents in the nose light fruit flavors of berries strawberries and melon can be found finishing with somewhat roughandtumble tannins
7481,this bordeaux blend is very dry and tannic with cherry and blackberry flavors and a scouring prickly mouthfeel ok but not going anywhere
7482,this bordeaux blend made from the five classic varieties is tough and resilient compared to the standard napa bottling its dry tannic and herbal yet with enough cherryberry flavors to establish varietal character the challenge for the vintner is greater richness
7483,this bordeaux blend plus zinfandel is a fine example of how this appellation can produce rich dry and balanced red wines of substance and harmony its fullbodied with earthy berry flavors and a finish of chocolate the zin brings pepper and a feral quality
7484,this bordeaux blend shows an interesting range of fruit flavors and textures from the blend which includes cabernet sauvignon cabernet franc petit verdot and merlot the flavors tend toward red fruits as in cherries and red currants while the tannins are quite strong shows an immaturity now that strongly suggests 56 years in the cellar
7485,this bordeaux blend with a little syrah is easy and fruity it has jammy sugary flavors of raspberries cherries mint candy and vanilla
7486,this bordeauxstyle blend features enticing aromas of molasses licorice leather and plum and while the palate satisfies it doesnt quite live up to the hype built by the bouquet the feel is soft as if the edges had slipped away still it offers good mouthfeel and decent depth
7487,this bordeauxstyle blend one of four from this tiny winery is two thirds cabernet sauvignon the somewhat thin cranberry and raspberry fruit high in acid is not quite substantial enough to completely shed its candied character
7488,this bordeauxstyle red is blended from the seven hills klipsun canoe ridge and wallula vineyards it shows a lovely structure which takes its ripe blueberry black cherry and cassis fruit and complements it with lush barrel flavors of coffee and dark chocolate finegrained dusty tannins smooth it along through an elegant mouthcoating finish
7489,this bordeauxstyle red starts promisingly with a big nose of smoky meat tobacco and pepper but on the palate theres a slightly rubbery edge and the fruit needs more complexity tannins are good in the right direction but not quite hitting the mark
7490,this bottling from a winery whose owners are originally from brittany shows peppery spice tart red fruit rose petal and lava rock scents on the nose the flavors range widely from white pepper and dill to freshpressed strawberry and red plum with a slight hint of caramel varietally pure and very fresh
7491,this bottling from john tyler has been variable over the years the 2009 offering is dry silky and crisp and it bears pleasant red currant sour cherry candy and persimmon flavors drink now2015
7492,this boutique estate was founded in 1926 by alessio grasso and is now run by his grandson giuseppe the generational shift has brought equal attention to tradition and technology and this wine shows aspects of both pristine aromas of wild berry crushed peppercorn and white truffle make for a very compelling bouquet
7493,this bricco luciani expression of nebbiolo shows pretty berry nuances that are woven carefully between mesquite cola spice and white pepper theres personality and dimension here and the wine tastes particularly bright and vibrant in the mouth you could pair this barolo with quail or cornish hen
7494,this bright and fruity take on the southern rhône grape is packed with fresh tangy raspberry flavor tight and balanced
7495,this bright brunello is accented by a few sharp points of acidity that will soften with more years of bottle aging on the nose the wine shows layers of wild berry bramble white mushroom moist earth and pressed violets
